d	ENGLISH_M	ENGLISH_F
LOC_ID_CHALLENGE_TITLE_BigBattle_1	The Armada	
LOC_ID_CHALLENGE_DESCRIPTION_BigBattle_1	Relive the battle for control of the Stygian Ocean.	
LOC_ID_CHALLENGE_CONTROLS_BigBattle_1	<b><size=115%>Difficulty Rating: 12</size></LB> <b>Empathy Bonus:</b> +{1}% Bonus HP and DMG</LB></LB>  ------------------------------------</LB> <b>Score ({6}):</b> {7} pts - ({8} Rank)</LB>  <b>Total Score (All Classes):</b> {5} pts </LB> {2} {3} pts</LB> <size=75%><color=blue>*Trophy Requirement uses the Total Score</color></size></LB></LB>  {10}	
LOC_ID_CHALLENGE_HINT_BigBattle_1	(A lone figure sits on <color=blue>a rock jutting out of the lake on the Far Shores</color>, his clothes still dripping wet.)</LB></LB>  (Between his fingers, he spins a warning bell, the cord, cleanly cut.) 	
LOC_ID_CHALLENGE_MEMORY_TITLE_BigBattle_1	Byarith's Memory	
LOC_ID_CHALLENGE_MEMORY_TEXT_BigBattle_1	... No longer for honour, but for vengeance.</LB></LB>
 
 You conquered the seas, <color=blue>Mehujael</color>. It had no right to take you back...	
LOC_ID_CHALLENGE_TITLE_SubBossBattle_1	Spreading Poison	
LOC_ID_CHALLENGE_DESCRIPTION_SubBossBattle_1	Defeat the Poisoned Void Beasts.	
LOC_ID_CHALLENGE_CONTROLS_SubBossBattle_1	<b><size=115%>Difficulty Rating: 13</size></LB> <b>Empathy Bonus:</b> +{1}% Bonus HP and DMG</LB></LB>  ------------------------------------</LB> <b>Score ({6}):</b> {7} pts - ({8} Rank)</LB>  <b>Total Score (All Classes):</b> {5} pts </LB> {2} {3} pts</LB> <size=75%><color=blue>*Trophy Requirement uses the Total Score</color></size></LB></LB>  {10}	
LOC_ID_CHALLENGE_HINT_SubBossBattle_1	(A tall, lanky figure crawls along <color=blue>the roof of the Gong Head Sisters's lair</color>. A crack in the roofing allows him entrance into the rafters, and from there, he drops into their study.)</LB></LB>  (He carefully rubs a small piece of parchment against a nearby pillow, then withdraws a crystal vial from his robe.</LB></LB>  He drops the parchment into the vial, then gives it a gentle shake. The liquid within slowly turns black, and he shakes his head in disappointment.)	
LOC_ID_CHALLENGE_MEMORY_TITLE_SubBossBattle_1	Murmur's Memory	
LOC_ID_CHALLENGE_MEMORY_TEXT_SubBossBattle_1	They're poisoned... Just like me.</LB> ... I should tell them... They should know.</LB></LB>  ... But it's only a little bit, so maybe nothing will happen... But I should still tell them.</LB></LB>  ... Why am I being such a coward? Stop making excuses and just tell them!	
LOC_ID_CHALLENGE_TITLE_FourHands_1	Automatons	
LOC_ID_CHALLENGE_DESCRIPTION_FourHands_1	Defeat the Hands of Estuary Tubal.	
LOC_ID_CHALLENGE_CONTROLS_FourHands_1	<b><size=115%>Difficulty Rating: 11</size></LB>
 <b>Empathy Bonus:</b> +{1}% Bonus HP and DMG</LB></LB>
 
 ------------------------------------</LB>
 <b>Score ({6}):</b> {7} pts - ({8} Rank)</LB> 
 <b>Total Score (All Classes):</b> {5} pts </LB>
 {2} {3} pts</LB>
 <size=75%><color=blue>*Trophy Requirement uses the Total Score</color></size></LB></LB>
 
 {10}	
LOC_ID_CHALLENGE_HINT_FourHands_1	(The lumbering shape of Estuary Tubal drags a hollowed-out body through <color=blue>a false wall next to a banner in his workshop.</color>)</LB></LB>
 
 (Within this secret chamber lies a massive grate installed in the floor. With great effort, Tubal lifts open the grate, and tosses the body into the deep dark pit below.)	
LOC_ID_CHALLENGE_MEMORY_TITLE_FourHands_1	The Amalgamation	
LOC_ID_CHALLENGE_MEMORY_TEXT_FourHands_1	(A wave of voices crash through your head. The cries of hundreds of souls all clamoring to be heard melt together to create a deafening noise.)	
LOC_ID_SPECIAL_NOTES_FalseLedgers_1		
LOC_ID_SPECIAL_NOTES_Trackers_1		
LOC_ID_CHALLENGE_TITLE_TwoRebels_1	Divergent Dimensions	
LOC_ID_CHALLENGE_DESCRIPTION_TwoRebels_1	Battle the Mind and Eyes of the Rebellion.	
LOC_ID_CHALLENGE_CONTROLS_TwoRebels_1	<b><size=115%>Difficulty Rating: 15</size></LB> <b>Empathy Bonus:</b> +{1}% Bonus HP and DMG</LB></LB>  ------------------------------------</LB> <b>Score ({6}):</b> {7} pts - ({8} Rank)</LB>  <b>Total Score (All Classes):</b> {5} pts </LB> {2} {3} pts</LB> <size=75%><color=blue>*Trophy Requirement uses the Total Score</color></size></LB></LB>  {10}	
LOC_ID_CHALLENGE_HINT_TwoRebels_1	(Atop a snow covered roof, a figure sits by a <color=blue>makeshift campfire and silently drinks tea.  She looks up and sees the western walls of Citadel Agartha loom overhead</color>, obscuring the sun.)</LB></LB>  (Finished, she carefully reaches under the campfire to open a hidden trap door, then disappears within.)	
LOC_ID_CHALLENGE_MEMORY_TITLE_TwoRebels_1	Jonah's Memory	
LOC_ID_CHALLENGE_MEMORY_TEXT_TwoRebels_1	I was never an ally to them. They never trusted me.</LB></LB>  They called me a knight, but I know I was just a pawn. 	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_SYSTEM_MESSAGE_NO_MEMORY_TITLE_1	No more storage space!	
LOC_ID_SYSTEM_MESSAGE_NO_MEMORY_TEXT_1	Uh oh, you've run out of storage space!</LB></LB>  Games need storage space to play, and this is a game.</LB> We'll have to close the game down until you free some up. Sorry!	
LOC_ID_SYSTEM_MESSAGE_BUTTON_FREE_UP_MEMORY_1	Go and free up storage space.	
LOC_ID_SYSTEM_MESSAGE_BUTTON_QUIT_1	Quit application.	
LOC_ID_SIGN_PARADE_1	PARADE	
LOC_ID_SYSTEM_MESSAGE_SKIP_PARADE_TITLE_1	Skip Parade	
LOC_ID_SYSTEM_MESSAGE_SKIP_PARADE_TEXT_1	Are you sure you'd like to skip the Enemy Parade?	
LOC_ID_SYSTEM_MESSAGE_SKIP_CREDITS_TITLE_1	Skip Credits	
LOC_ID_SYSTEM_MESSAGE_SKIP_CREDITS_TEXT_1	Are you sure you'd like to skip the Credits?	
LOC_ID_SYSTEM_MESSAGE_SKIP_CUTSCENE_TITLE_1	Skip Cutscene	
LOC_ID_SYSTEM_MESSAGE_SKIP_CUTSCENE_TEXT_1	Are you sure you'd like to skip the Cutscene?	
\\		
LOC_ID_CREDITS_CATEGORIES_DEVELOPED_BY_1	Developed by	
LOC_ID_CREDITS_CATEGORIES_GAME_DESIGN_AND_STORY_1	Game Design and Story	
LOC_ID_CREDITS_CATEGORIES_ART_DIRECTION_1	Art Direction	
LOC_ID_CREDITS_CATEGORIES_LEAD_PROGRAMMING_1	Lead Programming	
LOC_ID_CREDITS_CATEGORIES_PROGRAMMING_1	Programming	
LOC_ID_CREDITS_CATEGORIES_TECHNICAL_ART_MODELLING_AND_RIGGING_1	Technical Art, Modelling, and Rigging	
LOC_ID_CREDITS_CATEGORIES_3D_ANIMATION_1	3D Animation	
LOC_ID_CREDITS_CATEGORIES_GRAPHICS_ART_AND_UI_ART_1	Graphics Art and UI Art	
LOC_ID_CREDITS_CATEGORIES_ENVIRONMENT_ART_1	Environment Art	
LOC_ID_CREDITS_CATEGORIES_CONCEPT_ART_AND_KEY_ART_1	Concept Art and Key Art	
LOC_ID_CREDITS_CATEGORIES_LEVEL_ART_DESIGN_AND_STORY_EDITING_1	Level Art Design and Story Editing	
LOC_ID_CREDITS_CATEGORIES_BUSINESS_MANAGEMENT_1	Business Management	
LOC_ID_CREDITS_CATEGORIES_PRODUCTION_AND_QA_1	Production and QA	
LOC_ID_CREDITS_CATEGORIES_MUSIC_COMPOSED_BY_1	Music Composed By	
LOC_ID_CREDITS_CATEGORIES_FEATURED_MUSICIANS_1	Featured Musicians	
LOC_ID_CREDITS_CATEGORIES_ASITP_STUDIO_COMPANY_1	Sound Design By A Shell in the Pit	
LOC_ID_CREDITS_CATEGORIES_ASITP_STUDIO_DIRECTOR_1	ASITP Studio Director	
LOC_ID_CREDITS_CATEGORIES_ASITP_AUDIO_DIRECTOR_1	Audio Director, Technical Audio and Sound Design	
LOC_ID_CREDITS_CATEGORIES_ASITP_PRODUCER_1	Producer	
LOC_ID_CREDITS_CATEGORIES_ASITP_TECHNICAL_AUDIO_1	Technical Audio and Sound Design	
LOC_ID_CREDITS_CATEGORIES_ASITP_SOUND_DESIGN_1	Sound Design	
LOC_ID_CREDITS_CATEGORIES_ADDITIONAL_SOUND_DESIGN_1	Additional Sound Design	
LOC_ID_CREDITS_CATEGORIES_AUDIO_ENGINE_1	Audio Engine	
LOC_ID_CREDITS_CATEGORIES_DISCORD_MODERATION_1	Discord Moderation	
LOC_ID_CREDITS_CATEGORIES_DISCORD_VANGUARD_QA_TEAM_1	Discord Vanguard QA Team	
LOC_ID_CREDITS_CATEGORIES_SPECIAL_THANKS_1	Special Thanks	
LOC_ID_CREDITS_CATEGORIES_VIDEOGRAPHY_BY_1	Videography by	
LOC_ID_CREDITS_CATEGORIES_ANIMATED_CUTSCENES_COMPANY_1	Animated Cutscenes and Trailer Produced by Half Giant	
LOC_ID_CREDITS_CATEGORIES_HALFGIANT_DIRECTOR_1	Directed By	
LOC_ID_CREDITS_CATEGORIES_HALFGIANT_STORYBOARDS_1	Storyboards	
LOC_ID_CREDITS_CATEGORIES_HALFGIANT_CHARACTER_LAYOUT_1	Character Layout	
LOC_ID_CREDITS_CATEGORIES_HALFGIANT_BACKGROUND_LAYOUT_1	Background Layout	
LOC_ID_CREDITS_CATEGORIES_HALFGIANT_ASSET_DESIGN_1	Asset Design	
LOC_ID_CREDITS_CATEGORIES_HALFGIANT_BACKGROUND_PAINT_LEAD_1	Background Paint Lead	
LOC_ID_CREDITS_CATEGORIES_HALFGIANT_BACKGROUND_PAINTS_1	Background Paints	
LOC_ID_CREDITS_CATEGORIES_HALFGIANT_ANIMATION_1	Animation	
LOC_ID_CREDITS_CATEGORIES_HALFGIANT_ANIMATION_CLEAN_UP_1	Animation Clean Up / Colour	
LOC_ID_CREDITS_CATEGORIES_HALFGIANT_FX_ANIMATION_1	FX Animation	
LOC_ID_CREDITS_CATEGORIES_HALFGIANT_COMPOSITING_1	Compositing	
LOC_ID_CREDITS_CATEGORIES_RUSSIAN_TRANSLATION_1	Russian Translation by	
LOC_ID_CREDITS_CATEGORIES_KOREAN_TRANSLATION_1	Korean Translation by	
LOC_ID_CREDITS_CATEGORIES_GERMAN_TRANSLATION_1	German Translation by	
LOC_ID_CREDITS_CATEGORIES_ALLCORRECT_TRANSLATION_TEAM_1	Localization by Allcorrect Group	
LOC_ID_CREDITS_CATEGORIES_UNITY_PLUGINS_1	Unity Plugins	
LOC_ID_CREDITS_CATEGORIES_FONTS_1	Fonts	
LOC_ID_CREDITS_CATEGORIES_THANK_YOU_FOR_PLAYING_1	Thanks For Playing	
LOC_ID_CREDITS_CATEGORIES_NCUBATE_WORK_1	Additional 3D Modelling, Texturing, and Rigging	
LOC_ID_CREDITS_CATEGORIES_JAPANESE_TRANSLATION_1	Japanese Localization by 8-4, Ltd.	
LOC_ID_CREDITS_CATEGORIES_JAPANESE_PRODUCER_1	Producer	
LOC_ID_CREDITS_CATEGORIES_JAPANESE_TRANSLATORS_1	Translators	
LOC_ID_CREDITS_CATEGORIES_JAPANESE_LANG_SUPPORT_1	Translation Support	
LOC_ID_CREDITS_CATEGORIES_JAPANESE_GRAPH_SUPPORT_1	Graphic Support	
\\		
\\		
\\		
\\		
LOC_ID_SCOREBOARD_UI_TOGGLE_1	[Window_Y] Toggle Scoreboard	
LOC_ID_SCOREBOARD_UI_TITLE_1	The Scoreboard	
LOC_ID_SCOREBOARD_UI_TOTAL_SCORE_1	Total Score	
LOC_ID_SCOREBOARD_UI_BEST_TIME_1	Best Time	
LOC_ID_SCOREBOARD_UI_POINTS_1	{0} pts	
LOC_ID_SCOREBOARD_UI_TIME_1	{0}	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_MAIN_MENU_PRESS_ANY_BUTTON_1_XBOX	Press Any Button	
LOC_ID_OPTIONS_MENU_GAMEPAD_CONFIG_1_XBOX	Controller Config	
LOC_ID_GAME_SETTING_DUAL_BUTTON_DASH_1_XBOX	Dual-Button Dash	
LOC_ID_GAME_SETTING_TOGGLE_SPIN_KICK_HINT_1_XBOX	When off, pressing (Down + Jump) no longer triggers a Spin Kick. Only the explicit Spin Kick button will work.	
LOC_ID_GAME_SETTING_DUAL_BUTTON_DASH_HINT_1_XBOX	When turned on, binds Dash direction to two different buttons instead of Dashing based on movement direction.	
LOC_ID_GRAPHICS_SETTING_GAMEPAD_ICONS_1_XBOX	Change Controller Icons	
LOC_ID_GAME_SETTING_AIM_FIDELITY_HINT_1_XBOX	(CONTROLLER ONLY) Affects how sensitive aiming is with aimed abilities like the Bow.  </LB>1 = Full Fidelity. 90 = Lowest Fidelity. Default = 2.	
LOC_ID_GAME_SETTING_DEADZONE_HINT_1_XBOX	(CONTROLLER ONLY) Loose stick? Increase this number.	
LOC_ID_GAME_SETTING_TOGGLE_RUMBLE_1_XBOX	Toggle Vibration	
LOC_ID_DISCLAIMER_PLAYS_GREAT_1_XBOX	Plays great on a controller!	
LOC_ID_INTRO_TUTORIAL_GAME_SETTINGS_EXPLAINED_1_XBOX	Classic Two-button Dash</LB> and more options can be set in</LB>  <color=yellow>Game Settings</color>	
LOC_ID_DUMMY_DIALOGUE_GUNSLINGER_AMMO_1_XBOX	A Gunslinger's greatest weakness is their limited ammo.</LB>  Reloading makes you v-v-vulnerable, but that's where your second-best friend comes in! You can <color=purple>Dash</color> away while reloading!</CR>    Y-y-you can wait until the gun chamber is empty then attack again to reload, or you can reload early with the USE button.</LB>  It's smart to p-p-plan ahead and reload when you're safe, but risky Gunslingers will be rewarded for using their f-full clip. Neat huh?	
LOC_ID_DUMMY_DIALOGUE_GUNSLINGER_AIR_1_XBOX	Want to know a cool b-b-bit of science? If you fire your Pistol while in the air, you can keep yourself afloat.</LB>  As long as you hold down the trigger you can stay afloat, even if you run out of ammo!</CR>    So disrespect the l-l-laws of physics and hold that button down!	
LOC_ID_ACHIEVEMENT_AllAchievements_Incomplete_Description_1_XBOX	Earn all other Achievements.	
LOC_ID_ACHIEVEMENT_AllAchievements_Complete_Description_1_XBOX	Earned all other Achievements.	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_MAIN_MENU_PRESS_ANY_BUTTON_1_PLAYSTATION	Press Any Button	
LOC_ID_OPTIONS_MENU_GAMEPAD_CONFIG_1_PLAYSTATION	Controller Config	
LOC_ID_GAME_SETTING_DUAL_BUTTON_DASH_1_PLAYSTATION	Dual-Button Dash	
LOC_ID_GAME_SETTING_TOGGLE_SPIN_KICK_HINT_1_PLAYSTATION	When off, pressing (Down + Jump) no longer triggers a Spin Kick. Only the explicit Spin Kick button will work.	
LOC_ID_GAME_SETTING_DUAL_BUTTON_DASH_HINT_1_PLAYSTATION	When turned on, binds Dash direction to two different buttons instead of Dashing based on movement direction.	
LOC_ID_GRAPHICS_SETTING_GAMEPAD_ICONS_1_PLAYSTATION	Change Controller Icons	
LOC_ID_GAME_SETTING_AIM_FIDELITY_HINT_1_PLAYSTATION	(CONTROLLER ONLY) Affects how sensitive aiming is with aimed abilities like the Bow.  </LB>1 = Full Fidelity. 90 = Lowest Fidelity. Default = 2.	
LOC_ID_GAME_SETTING_DEADZONE_HINT_1_PLAYSTATION	(CONTROLLER ONLY) Loose stick? Increase this number.	
LOC_ID_GAME_SETTING_TOGGLE_RUMBLE_1_PLAYSTATION	Toggle Vibration	
LOC_ID_DISCLAIMER_PLAYS_GREAT_1_PLAYSTATION	Plays great on a controller!	
LOC_ID_INTRO_TUTORIAL_GAME_SETTINGS_EXPLAINED_1_PLAYSTATION	Classic Two-button Dash</LB> and more options can be set in</LB>  <color=yellow>Game Settings</color>	
LOC_ID_DUMMY_DIALOGUE_GUNSLINGER_AMMO_1_PLAYSTATION	A Gunslinger's greatest weakness is their limited ammo.</LB>  Reloading makes you v-v-vulnerable, but that's where your second-best friend comes in! You can <color=purple>Dash</color> away while reloading!</CR>    Y-y-you can wait until the gun chamber is empty then attack again to reload, or you can reload early with the USE button.</LB>  It's smart to p-p-plan ahead and reload when you're safe, but risky Gunslingers will be rewarded for using their f-full clip. Neat huh?	
LOC_ID_DUMMY_DIALOGUE_GUNSLINGER_AIR_1_PLAYSTATION	Want to know a cool b-b-bit of science? If you fire your Pistol while in the air, you can keep yourself afloat.</LB>  As long as you hold down the trigger you can stay afloat, even if you run out of ammo!</CR>    So disrespect the l-l-laws of physics and hold that button down!	
LOC_ID_ACHIEVEMENT_AllAchievements_Incomplete_Description_1_PLAYSTATION	Earn all other Trophies.	
LOC_ID_ACHIEVEMENT_AllAchievements_Complete_Description_1_PLAYSTATION	Earned all other Trophies.	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_MAIN_MENU_PRESS_ANY_BUTTON_1_SWITCH	Press Any Button	
LOC_ID_OPTIONS_MENU_GAMEPAD_CONFIG_1_SWITCH	Controller Config	
LOC_ID_GAME_SETTING_DUAL_BUTTON_DASH_1_SWITCH	Dual-Button Dash	
LOC_ID_GAME_SETTING_TOGGLE_SPIN_KICK_HINT_1_SWITCH	When off, pressing (Down + Jump) no longer triggers a Spin Kick. Only the explicit Spin Kick button will work.	
LOC_ID_GAME_SETTING_DUAL_BUTTON_DASH_HINT_1_SWITCH	When turned on, binds Dash direction to two different buttons instead of Dashing based on movement direction.	
LOC_ID_GRAPHICS_SETTING_GAMEPAD_ICONS_1_SWITCH	Change Controller Icons	
LOC_ID_GAME_SETTING_AIM_FIDELITY_HINT_1_SWITCH	(CONTROLLER ONLY) Affects how sensitive aiming is with aimed abilities like the Bow.  </LB>1 = Full Fidelity. 90 = Lowest Fidelity. Default = 2.	
LOC_ID_GAME_SETTING_DEADZONE_HINT_1_SWITCH	(CONTROLLER ONLY) Loose stick? Increase this number.	
LOC_ID_GAME_SETTING_TOGGLE_RUMBLE_1_SWITCH	Toggle Vibration	
LOC_ID_DISCLAIMER_PLAYS_GREAT_1_SWITCH	Plays great on a controller!	
LOC_ID_INTRO_TUTORIAL_GAME_SETTINGS_EXPLAINED_1_SWITCH	Classic Two-button Dash</LB> and more options can be set in</LB>  <color=yellow>Game Settings</color>	
LOC_ID_DUMMY_DIALOGUE_GUNSLINGER_AMMO_1_SWITCH	A Gunslinger's greatest weakness is their limited ammo.</LB>  Reloading makes you v-v-vulnerable, but that's where your second-best friend comes in! You can <color=purple>Dash</color> away while reloading!</CR>    Y-y-you can wait until the gun chamber is empty then attack again to reload, or you can reload early with the USE button.</LB>  It's smart to p-p-plan ahead and reload when you're safe, but risky Gunslingers will be rewarded for using their f-full clip. Neat huh?	
LOC_ID_DUMMY_DIALOGUE_GUNSLINGER_AIR_1_SWITCH	Want to know a cool b-b-bit of science? If you fire your Pistol while in the air, you can keep yourself afloat.</LB>  As long as you hold down the trigger you can stay afloat, even if you run out of ammo!</CR>    So disrespect the l-l-laws of physics and hold that button down!	
LOC_ID_ACHIEVEMENT_AllAchievements_Incomplete_Description_1_SWITCH	Earn all other Achievements.	
LOC_ID_ACHIEVEMENT_AllAchievements_Complete_Description_1_SWITCH	Earned all other Achievements.	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_EXTRA_SETTINGS_ENABLE_REMOVED_TRAITS_1	Enable Legacy Traits	
LOC_ID_EXTRA_SETTINGS_ENABLE_REMOVED_TRAITS_2	Enable Traits that were removed during development.	
LOC_ID_ABILITY_DESCRIPTION_MagicWandWeapon_Backup_1	<color=blue><b>Can pass through walls. Blasts generate bonus Mana.</b></color></LB> <color=blue><b>Spending <color=#0C8420>50</color> Mana grants <color=purple>Charged</color> (Next attack is a <color=purple>Skill Crit</color>).</b></color>	
LOC_ID_CLASS_PASSIVE_CONTROLS_MagicWandClass_Backup_1	<color=blue><b>Low Health, incredible Mana.</b></color></LB> <color=blue><b>Siphon: Your Weapon applies <color=purple>Mana Leech</color>.</b></color>	
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
\\		
LOC_ID_BURDEN_TITLE_CastleBiomeUp_1	Burden of Agartha's Fortification	
LOC_ID_BURDEN_DESCRIPTION_CastleBiomeUp_1	Flaming Pinwheels become Flaming Triwheels.	
LOC_ID_BURDEN_CONTROLS_CastleBiomeUp_1	Citadel Agartha becomes more dangerous.</LB> Burden Weight: {1} <color=red>(+{3})</color>	
LOC_ID_BURDEN_HINT_CastleBiomeUp_1	Complete Thread +1 to unlock this Burden	
LOC_ID_BURDEN_TITLE_BridgeBiomeUp_1	Burden of Mundi's Flagship	
LOC_ID_BURDEN_DESCRIPTION_BridgeBiomeUp_1	The flagship Preserver of Life begins its assault.	
LOC_ID_BURDEN_CONTROLS_BridgeBiomeUp_1	Axis Mundi becomes more dangerous.</LB> Burden Weight: {1} <color=red>(+{3})</color>	
LOC_ID_BURDEN_HINT_BridgeBiomeUp_1	Complete Thread +2 to unlock this Burden	
LOC_ID_BURDEN_TITLE_ForestBiomeUpBACKUP2_1	Burden of Kerguelen's Sorrow	
LOC_ID_BURDEN_DESCRIPTION_ForestBiomeUpBACKUP2_1	Snow Crystals become Frozen Nightmares.	
LOC_ID_BURDEN_CONTROLS_ForestBiomeUp_1	The Kerguelen Plateau becomes more dangerous.</LB> Burden Weight: {1} <color=red>(+{3})</color>	
LOC_ID_BURDEN_HINT_ForestBiomeUp_1	Complete Thread +3 to unlock this Burden	
LOC_ID_BURDEN_TITLE_StudyBiomeUp_1	Burden of the High Scholar's Metamorphosis	
LOC_ID_BURDEN_DESCRIPTION_StudyBiomeUp_1	Murmur's presence permeates the Stygian Study.	
LOC_ID_BURDEN_CONTROLS_StudyBiomeUp_1	The Stygian Study becomes more dangerous.</LB> Burden Weight: {1} <color=red>(+{3})</color>	
LOC_ID_BURDEN_HINT_StudyBiomeUp_1	Complete Thread +4 to unlock this Burden	
LOC_ID_BURDEN_TITLE_TowerBiomeUp_1	Burden of Irad's Torment	
LOC_ID_BURDEN_DESCRIPTION_TowerBiomeUp_1	Spectral Dragon Lancers haunt the Sun Tower.	
LOC_ID_BURDEN_CONTROLS_TowerBiomeUp_1	The Sun Tower becomes more dangerous.</LB> Burden Weight: {1} <color=red>(+{3})</color>	
LOC_ID_BURDEN_HINT_TowerBiomeUp_1	Complete Thread +5 to unlock this Burden	
LOC_ID_BURDEN_TITLE_CaveBiomeUp_1	Burden of Pishon's Uprising	
LOC_ID_BURDEN_DESCRIPTION_CaveBiomeUp_1	The automaton army awakens.	
LOC_ID_BURDEN_CONTROLS_CaveBiomeUp_1	Pishon Dry Lake becomes more dangerous.</LB> Burden Weight: {1} <color=red>(+{3})</color>	
LOC_ID_BURDEN_HINT_CaveBiomeUp_1	Complete Thread +6 to unlock this Burden	
LOC_ID_BURDEN_TITLE_CastleEnemyUp_1	Burden of Agartha's Royal Guard	
LOC_ID_BURDEN_DESCRIPTION_CastleEnemyUp_1	The Royal Guards return to Citadel Agartha.	
LOC_ID_BURDEN_CONTROLS_CastleEnemyUp_1	New creatures invade Citadel Agartha.</LB> Burden Weight: {1} <color=red>(+{3})</color>	
LOC_ID_BURDEN_HINT_CastleEnemyUp_1		
LOC_ID_BURDEN_TITLE_BridgeEnemyUp_1	Burden of Mundi's Crossing	
